date,GDP,Property.management,Army,Ford...4,Small.busines,Volvo,Finance...11,rental,consumption,Construction...14,Farm...15,Mining,Services,Export,Consumption,Farm...25,Construction...26,Agriculture,Ford...28,Finance...30,Electricity,Food.Service,Audi,Ford...38,unemployment,travel,Small.business,trade,budget,health.policy,online,online.business,loan,real.estate,insurance,whole.sale,utilities
2004-12-01,0.000511358,-0.054461279,0.025691215,-0.051418206,0.010489925,0.215071935,0.075339621,0.019194126,0.231250996,0.142524474,0.058086068,-0.244433167,-0.097026177,0.008097047,0.231250996,0.058086068,0.142524474,-0.193589041,-0.051418206,0.075339621,-0.092695861,1.189184749,0.326336722,-0.051418206,-0.249837393,0.077379678,-0.216398753,-0.095399191,-0.04506091,-1.551944079,0.059582417,0.086384295,-0.022625358,-0.130082764,0.021619164,-0.022301534,0.113712212
2005-01-01,0.004109102,-0.091129663,-0.052124377,-0.010138109,-0.056099077,-0.002077777,-0.024996167,0.002672358,0.039709679,-0.147254243,-0.164021774,0.099354959,0.084569522,0.053234191,0.039709679,-0.164021774,-0.147254243,0.005691765,-0.010138109,-0.024996167,0.094168283,-0.35018885,-0.291735841,-0.010138109,0.524650001,-0.016724207,0.080653578,0.071570323,0.037639957,1.409850969,0.006339819,-0.573858422,-0.042886979,0.087920153,0.032437524,-1.505156353,0.207532633
2005-02-01,0.001127476,0.158460021,-0.011234439,0.028286062,0.007013246,-0.161658158,0.031313523,-0.027063326,-0.001709974,-0.069925911,-0.025795328,0.018510961,-0.000864388,-0.100008722,-0.001709974,-0.025795328,-0.069925911,-0.248046913,0.028286062,0.031313523,0.049940272,-0.050722705,0.076445148,0.028286062,-0.351663643,-0.060804021,-0.026969964,-0.362388308,0.234681996,-0.181000799,-0.021828131,-0.39296897,0.016003964,0.058957578,-0.070972965,1.21895173,-0.249116281
2005-03-01,-0.003400754,-0.112269541,0.195802149,-0.040187191,-0.023764497,0.018005526,-0.090684518,0.001932564,-0.11709689,0.136509577,0.066537977,0.091780515,0.029646933,-0.075656704,-0.11709689,0.066537977,0.136509577,0.079239472,-0.040187191,-0.090684518,-0.088930832,0.106996605,0.051691978,-0.040187191,-0.391105113,-0.02160739,0.102412562,0.523310101,-0.344356541,0.098179873,0.014895969,0.817897587,-0.014405953,-0.056719041,-0.012352074,0.82841644,0.060098093
2005-04-01,0.007390932,0.340306078,-0.3180138,-0.010868445,0.055811805,0.071432756,0.072033698,-0.017500621,0.014343323,-0.093842635,0.03233436,0.074125446,0.004945022,0.000904754,0.014343323,0.03233436,-0.093842635,-0.168547796,-0.010868445,0.072033698,0.006828198,-0.349684805,-0.093922522,-0.010868445,0.436951088,0.007751813,-0.264594994,-0.203300927,0.098071227,-0.034919869,0.006814461,0.010844703,0.337907734,-0.009819516,0.013814158,-1.257814152,-0.017405664
2005-05-01,0.004517805,-0.308090101,0.189822322,0.012927761,-0.183212873,-0.1062184,-0.064613101,-0.007273751,-0.114544646,-0.002966737,-0.103465143,-0.087826801,-0.05170954,0.033264156,-0.114544646,-0.103465143,-0.002966737,0.152407012,0.012927761,-0.064613101,0.009454723,-0.217896249,0.123595115,0.012927761,-0.168098456,-0.052707034,0.196530188,0.04091833,0.075688506,0.286439395,-0.085855082,0.12249375,-0.291454561,0.014075511,-0.07865575,0.732047365,-0.093722353
2005-06-01,0.003257969,0.130663782,-0.236635098,-0.020008981,0.139011958,0.088261208,0.091722847,0.062639996,0.03678687,-0.035466269,0.017611013,-0.014127246,0.048655081,-0.037333622,0.03678687,0.017611013,-0.035466269,0.247536,-0.020008981,0.091722847,0.301634727,0.037678203,-0.154109829,-0.020008981,0.087329654,0.153079953,-0.153784847,-0.046611554,-0.146753139,-0.333037837,0.069931929,-0.138225925,-0.03662146,0.081384941,0.092464003,-0.837401583,-0.061429782
2005-07-01,0.00186259,-0.176598071,0.233578262,-0.037793385,-0.004552469,0.155206838,0.002247052,0.068856892,0.022252042,0.064349293,-0.028314085,-0.109515931,-0.080173281,-0.027818676,0.022252042,-0.028314085,0.064349293,-0.449173538,-0.037793385,0.002247052,-0.351755282,0.289491765,0.186091595,-0.037793385,-0.242880092,-0.160467919,0.127336514,-0.05184197,0.020225625,0.024966919,0.017427886,-0.08558498,0.020694938,-0.120865117,-0.02971791,0.857208269,0.150759775
2005-08-01,0.006416211,-0.083488335,-0.119923544,0.026242019,-0.049302347,-0.040420043,0.058056755,-0.053541542,0.313246391,-0.026426264,0.075339773,0.12065251,0.040744915,-0.129328754,0.313246391,0.075339773,-0.026426264,-0.065685972,0.026242019,0.058056755,0.239480649,-0.319052078,-0.158854069,0.026242019,0.075256585,0.044192101,-0.008602669,0.193039766,-0.056850248,-0.119796697,-0.011742022,-0.651714059,0.058419694,0.034658402,-0.016488088,-0.10315826,0.16749468
2005-09-01,0.000157126,0.32141075,0.045215842,-0.072839957,-0.046746515,-0.038575648,-0.021151926,-0.047460222,-0.236561405,0.012464125,-0.027031517,-0.216897875,-0.017659343,-0.051792509,-0.236561405,-0.027031517,0.012464125,0.234516087,-0.072839957,-0.021151926,-0.107701808,0.414099027,0.027355621,-0.072839957,0.133837651,-0.045715914,0.121237905,-0.094208178,0.001571715,-0.177222327,-0.030679702,0.872569429,-0.058038053,-0.027286613,0.059642151,0.196608009,-0.272846976
2005-10-01,0.00225179,-0.123157224,-0.035235888,-0.109192669,0.042548755,-0.161631491,0.019986144,-0.089680862,-0.128250079,-0.015531214,-0.093724956,0.158028446,0.032431835,0.086431332,-0.128250079,-0.093724956,-0.015531214,-0.127662851,-0.109192669,0.019986144,-0.405758167,-0.009041666,-0.021344673,-0.109192669,-0.098549799,0.008108271,-0.159963962,0.087151316,-0.107865224,0.181533957,0.018018078,-0.401773341,0.041761982,-0.047456584,-0.103560045,-1.099185213,0.067254775
2005-11-01,0.00621126,-0.069259631,0.048250739,0.111253059,-0.112377438,0.047287636,-0.11838092,0.073596228,0.175991668,-0.028030426,0.090380152,0.27570025,-0.053217089,0.129569187,0.175991668,0.090380152,-0.028030426,0.01917662,0.111253059,-0.11838092,0.290983548,0.0363616,0.089910326,0.111253059,0.375302226,-0.027925684,-0.101147769,-0.056907667,0.069525283,-0.937302604,-0.026130439,0.109605283,-0.0147211,0.020729035,0.056890564,0.877645621,-0.072107564
2005-12-01,0.003640382,-0.267024791,-0.070565681,0.007519399,0.112006599,0.186561998,0.007380812,0.004177014,-0.094101431,-0.018160934,0.041579463,-0.389897477,0.004690301,-0.276741044,-0.094101431,0.041579463,-0.018160934,-0.030901994,0.007519399,0.007380812,-0.049704224,-0.166265829,0.072051916,0.007519399,-0.211992894,-0.035792822,0.202691239,0.015020357,0.052866739,1.071369749,-0.011750545,-0.272787619,0.002982217,-0.018215579,0.005372904,-0.459784129,0.029848276
2006-01-01,0.002359288,0.152170919,-0.016767097,-0.008629647,-0.126412911,0.063716552,0.097814763,-0.011005792,-0.040124183,0.034227077,-0.02347698,0.24524084,-0.038645314,0.04738486,-0.040124183,-0.02347698,0.034227077,0.161303315,-0.008629647,0.097814763,-0.026179946,-0.073861902,0.01277449,-0.008629647,-0.243958679,0.016631757,-0.212782982,-0.098436164,-0.037406425,-0.985926222,0.002727691,0.394235025,-0.003043778,-0.061854389,0.00696546,1.06045952,-0.207753438
2006-02-01,0.002686728,-0.08115636,-0.007104252,-0.016238652,-0.043440217,-0.060651462,-0.034590481,-0.003016192,0.17150604,0.011055596,0.041700855,-0.071774357,0.023385626,0.091781356,0.17150604,0.041700855,0.011055596,-0.064708946,-0.016238652,-0.034590481,-0.015199877,0.136603907,-0.125346941,-0.016238652,0.175539628,0.023042068,-0.105982711,-0.219968754,-0.12694313,0.601794716,0.015469512,0.053010064,-0.024197485,0.042134513,0.001253505,-0.415416549,0.07564077
2006-03-01,0.00307841,0.185293082,-0.030599651,0.030148594,0.103098341,-0.347091164,0.177121398,-0.002714146,-0.076846312,-0.008556637,-0.055075888,-0.061902892,-0.055409706,0.178939124,-0.076846312,-0.055075888,-0.008556637,-0.133554505,0.030148594,0.177121398,0.130147609,0.277677154,0.087959949,0.030148594,-0.045172924,0.016192762,0.034739021,0.407922766,-0.107205667,0.763745035,0.003960115,0.008289721,-0.019778936,0.016032548,-0.014899194,-0.354453102,-0.061758457
2006-04-01,-0.000532719,-0.147479046,-0.024540693,-0.018915011,0.017743354,0.193361014,-0.155081696,-0.01080401,0.054623858,0.045390876,-0.049950562,0.089822237,-0.011163175,-0.205582652,0.054623858,-0.049950562,0.045390876,0.110872088,-0.018915011,-0.155081696,-0.08679402,-0.640270563,-0.030559754,-0.018915011,-0.061121396,-0.008345519,0.228338273,-0.033946527,0.17892843,-0.380121231,0.018577295,-0.201799793,0.05730863,-0.064340396,-0.013413656,0.005911052,-0.061454366
2006-05-01,0.000619164,0.215214934,0.045257166,-0.029721165,-0.004996658,0.093979033,0.154224255,0.085644328,-0.020285474,-0.03152877,0.018739556,-0.118755989,0.068563218,-0.133429016,-0.020285474,0.018739556,-0.03152877,-0.122992558,-0.029721165,0.154224255,0.277556823,0.283181018,-0.0249161,-0.029721165,0.266848466,0.064638176,-0.06793976,-0.084149928,0.391217669,-1.093644842,-0.005003755,0.152752078,0.233650653,0.028406479,-0.024020285,-0.401631381,-0.002510565
2006-06-01,-0.001604559,-0.065139917,-0.064445549,0.042035754,-0.140447186,-0.102832801,-0.036533392,-0.038020341,0.061056172,0.01814259,-0.00765089,0.006332533,-0.068615379,0.232789765,0.061056172,-0.00765089,0.01814259,-0.033254582,0.042035754,-0.036533392,-0.173093741,-0.405725535,0.124838828,0.042035754,-0.133503862,-0.079223008,-0.351380612,0.07247899,-0.295167737,0.42171961,-0.011973672,-0.09209971,-0.229927558,0.031708836,-0.027210229,0.477689415,0.294676875
2006-07-01,0.001004966,0.058281684,0.199436403,-0.004403523,0.147951759,0.00487152,-0.032505747,-0.077228715,-0.130052282,-0.14493032,0.004728349,0.027972969,0.061549173,-0.168946804,-0.130052282,0.004728349,-0.14493032,0.131143775,-0.004403523,-0.032505747,0.028564879,0.240088661,-0.125368254,-0.004403523,0.139080627,-0.004483922,0.217040641,0.108381524,-0.089102632,0.465695275,-0.020467551,0.145217618,0.02064832,0.025126878,0.100609916,-0.097829114,-0.249586455
2006-08-01,0.00022915,0.009909483,-0.17293125,0.135806838,0.015235279,-0.0844424,-0.079041655,0.052886797,0.092508734,0.112492568,-0.108714864,-0.147246101,-0.030356136,0.105250458,0.092508734,-0.108714864,0.112492568,-0.146082771,0.135806838,-0.079041655,-0.275079448,0.038556813,0.015680608,0.135806838,-0.073812143,0.052736515,0.087609607,-0.011136503,0.112548255,-0.04397708,-0.018275439,-0.047783933,0.002889883,-0.009081911,-0.055387383,0.303099903,-0.079442861
2006-09-01,-0.002427363,-0.115403683,-0.046935752,-0.067268132,-0.000992912,-0.213547844,0.109628451,0.011731049,-0.113663746,-0.013750799,0.014641779,-0.00983295,0.024622658,-0.102940914,-0.113663746,0.014641779,-0.013750799,-0.076795621,-0.067268132,0.109628451,-0.091587222,-0.131441898,0.009135131,-0.067268132,-0.025876926,-0.059499773,-0.101251831,-0.136232395,-0.198465794,0.183782144,0.055779939,-0.116533034,-0.001512954,-0.019898691,0.020374395,-0.515749883,-0.004165523
2006-10-01,0.00157236,-0.008574499,0.085145764,0.043562158,-0.12720681,0.307221849,-0.139451915,-0.00639953,-0.05413922,-0.020254057,0.059767353,0.118940468,-0.017348006,-0.012468274,-0.05413922,0.059767353,-0.020254057,0.114340713,0.043562158,-0.139451915,0.059706067,0.318223649,0.034072474,0.043562158,-0.032100091,0.011748531,-0.120669165,-0.175623497,0.118731775,-0.263271609,0.000503001,0.080471499,-0.030797265,-0.025653029,0.005512479,0.43064135,0.023368729
2006-11-01,0.001995553,0.014249527,-0.112498733,-0.107988135,0.082799553,0.116703516,0.228825417,0.034946179,0.046996633,0.118608026,-0.0489458,-0.135889312,0.029348447,-0.088267417,0.046996633,-0.0489458,0.118608026,-0.214065038,-0.107988135,0.228825417,0.083448802,-0.110514398,-0.056990827,-0.107988135,-0.230429871,-0.001473171,0.148533588,0.069755985,-0.044721286,-0.226808796,0.003483438,-0.148914514,-0.022263333,-0.068400385,-0.024643732,0.061493362,0.037549381
2006-12-01,0.006985171,0.126823808,-0.003933936,0.085923121,-0.033626238,-0.19464374,0.157012523,-0.109663712,0.307280846,-0.132820869,-0.003537922,0.100478263,-0.005433731,0.272379895,0.307280846,-0.003537922,-0.132820869,0.169104656,0.085923121,0.157012523,-0.533915269,-0.148633359,-0.066971882,0.085923121,0.097973374,0.019282381,-0.002624076,0.026179301,0.104857715,-0.250233778,0.012919011,-0.006378723,0.121738296,0.060069682,0.012238999,-0.358761604,-0.111714116
2007-01-01,-0.000203499,0.018139983,0.07485899,-0.024163079,-0.004777651,-0.047514211,-0.118820802,0.092464374,-0.271311546,-0.012828612,0.002975337,0.028403294,-0.092002836,-0.093341583,-0.271311546,0.002975337,-0.012828612,-0.139903055,-0.024163079,-0.118820802,0.362046922,0.331079071,0.022959079,-0.024163079,0.048846526,-0.058351241,-0.062267391,-0.015244427,-0.074477616,0.53522607,0.004460379,0.172143746,-0.009099622,0.059145313,-0.068332871,0.244187633,0.042056156
2007-02-01,0.004630137,-0.059160746,-0.02966854,-0.015694061,-0.006657373,0.185840709,0.05563552,0.035123853,-0.150622464,0.013166351,-0.00220472,0.020760518,0.062547366,-0.119619569,-0.150622464,-0.00220472,0.013166351,0.07257775,-0.015694061,0.05563552,0.387879538,-0.610609923,0.08944673,-0.015694061,-0.255280425,0.032862189,0.092012915,-0.087453821,0.05981176,-0.131786811,0.011226013,0.141931876,0.044769533,-0.056815132,0.012184557,0.134297601,0.084318009
2007-03-01,0.001809733,-0.03522703,-0.063672787,-0.033366733,-0.221391435,-0.044369031,-0.008211629,0.005188905,0.162620838,-0.062175306,0.001924253,0.01270662,-0.039820101,-0.022674545,0.162620838,0.001924253,-0.062175306,0.012677268,-0.033366733,-0.008211629,-0.472865153,0.492424093,-0.085424044,-0.033366733,0.184706993,-0.025759577,-0.128350139,-0.071645909,0.106350924,-0.386282423,-0.008785511,-0.20041297,-0.047280992,0.022166284,-0.009207826,-0.644189799,-0.034405039
2007-04-01,0.001026094,0.066666851,0.094789446,0.137821655,0.114330713,0.084813895,0.045490035,-0.019157985,-0.31691958,-0.021210124,0.051868551,-0.013141182,0.04587645,0.051723392,-0.31691958,0.051868551,-0.021210124,-0.335498796,0.137821655,0.045490035,0.019218247,0.231036878,-0.020801593,0.137821655,-0.041269884,-0.045857214,-0.046043543,0.130010403,-0.134588715,0.39569281,0.030444688,0.214102024,-0.000171491,0.045625384,0.000127928,0.620958445,-0.238941124
2007-05-01,0.004073452,-0.233553477,-0.163933348,-0.118934395,0.059099355,0.018675838,-0.060354974,-0.007608913,0.307347828,0.027391333,0.005599535,0.064703136,-0.045461892,0.020459429,0.307347828,0.005599535,0.027391333,0.350517081,-0.118934395,-0.060354974,0.02219682,-0.032343553,0.052007581,-0.118934395,-0.079337024,-0.008787293,0.053414144,0.04633927,-0.073525884,0.273862802,-0.039941609,-0.210093533,-0.075597289,-0.03303912,0.016979899,-0.17653495,0.465266303
2007-06-01,0.002560739,0.117667635,0.143140653,-0.040269435,0.032226011,-0.055208248,0.079623488,-0.006864152,-0.070490149,0.004067057,0.078781622,0.002529959,0.048428943,-0.116954265,-0.070490149,0.078781622,0.004067057,-0.05896731,-0.040269435,0.079623488,-0.169836767,-0.102321839,-0.057560912,-0.040269435,-0.057998025,0.023620219,0.104038366,-0.045094036,0.027518028,-0.174179391,0.09646158,-0.001576723,0.038653101,0.015486826,0.000925052,0.211958567,-0.390330751
2007-07-01,-0.000448367,0.003098245,-0.03280369,0.06436811,-0.032819154,-0.190926907,0.076473998,0.007650701,0.136282017,0.027976009,-0.055331492,0.010838557,-0.05973332,0.031812931,0.136282017,-0.055331492,0.027976009,0.025669044,0.06436811,0.076473998,0.176330557,-0.232116435,0.055085191,0.06436811,0.179439104,0.014100638,-0.165278228,0.037157956,-0.030575714,-0.055635494,0.050549153,-0.069495983,0.005401745,-0.023906074,-0.01112354,-0.596572822,-0.051413879
2007-08-01,0.002658233,-0.060565557,-0.020379613,-0.047821902,-0.068332893,0.120521741,0.083154165,0.019939437,-0.209617191,0.029094596,0.036833213,0.052626086,0.063678171,0.014712571,-0.209617191,0.036833213,0.029094596,0.040213483,-0.047821902,0.083154165,-0.16536537,0.151129072,0.024637301,-0.047821902,0.019798158,-0.007205273,-0.070175147,-0.130352178,0.036258931,-0.043702937,-0.026632548,-0.016575938,-0.005943614,-0.030562789,-0.00910432,0.010002822,0.03083614
2007-09-01,-0.001935141,0.036091078,-0.00861114,0.021862367,-0.06751556,0.04023954,-0.147558993,-0.052770923,-0.064743384,0.091833223,-0.00983187,-0.05446825,-0.064959242,0.028952977,-0.064743384,-0.00983187,0.091833223,-0.257339334,0.021862367,-0.147558993,0.079533196,-0.694393013,0.201273635,0.021862367,-0.061502795,0.027418326,0.027330048,0.065137814,0.043379319,-0.284724566,-0.023635089,-0.207375043,0.00185485,0.037601102,-0.027145661,0.463342703,0.154245932
2007-10-01,0.000737991,-0.014556154,-0.031621577,0.010576723,0.103437518,0.155095396,0.040966382,0.01632982,0.05621174,-0.05145663,-0.204034699,-0.015501023,0.016000522,0.08442874,0.05621174,-0.204034699,-0.05145663,0.127890113,0.010576723,0.040966382,0.15081612,0.511900586,0.075793933,0.010576723,0.04471511,-0.034411848,0.202436811,-0.01356215,0.017810103,-0.342468919,0.037143838,0.445619363,0.015654352,0.030175543,0.025362998,0.137801393,-0.185470986
2007-11-01,0.000761484,0.042121864,-0.063379548,-0.035939063,0.030376329,-0.165903645,0.063020071,5.57E-05,-0.048276823,-0.01274678,0.121597064,0.04429546,-0.047476621,-0.072331857,-0.048276823,0.121597064,-0.01274678,-0.012150406,-0.035939063,0.063020071,-0.14940709,0.128907438,0.163872624,-0.035939063,-0.29254269,-0.01014408,-0.27743906,0.034191297,0.028594705,0.621708517,0.006764061,0.032122379,0.031922514,-0.078092183,-0.021359692,-0.329036416,0.152745665
2007-12-01,-0.003910375,-0.075593199,-0.009150247,0.001886913,-0.12604636,-0.108140112,-0.067204726,-0.01564629,0.05369338,0.040775688,0.028281473,-0.006092428,-0.005044569,0.0644749,0.05369338,0.028281473,0.040775688,0.055941161,0.001886913,-0.067204726,0.219152273,0.112793252,-0.19615882,0.001886913,0.234805099,-0.043809526,0.087561819,-0.03352702,-0.162959799,-1.361946608,0.04376623,-0.118582254,-0.135359337,0.043170162,-0.042406215,0.503078487,-0.028698593
2008-01-01,0.003319736,0.165019838,-0.016712532,-0.06300371,0.151732796,0.010053291,0.08894134,0.032742652,-0.08679655,-0.003553513,0.045212127,-0.078652985,0.047729878,-0.126470107,-0.08679655,0.045212127,-0.003553513,-0.054685673,-0.06300371,0.08894134,-0.047837075,-0.325800128,0.016371736,-0.06300371,0.100191046,0.053411906,0.120774126,0.096840358,0.032104728,1.35754857,-0.022033866,-0.238210203,0.001084196,-0.021988241,0.051191333,-0.455671302,-0.039062008
2008-02-01,-0.001406484,-0.059837503,0.046568645,0.133126791,0.148466623,-0.031172595,-0.085887776,-0.040210857,-0.192112088,0.040889826,-0.004232591,-0.003397528,-0.103432984,-0.036265267,-0.192112088,-0.004232591,0.040889826,0.05599032,0.133126791,-0.085887776,-0.064559992,0.197955423,0.032418128,0.133126791,0.018853816,0.003885607,-0.09658548,0.003291214,0.194494734,-0.140536426,0.040885689,0.172147051,-0.049947268,-0.003941043,0.021031243,-0.115661635,-0.257068834
2008-03-01,-0.000524466,0.014035925,0.320689093,0.013276059,-0.249787521,0.032794913,0.032832346,0.071547706,-0.037017177,-0.028377946,0.001959662,0.042610282,0.113694845,0.036281989,-0.037017177,0.001959662,-0.028377946,-0.133742675,0.013276059,0.032832346,-0.003026026,0.105335103,-0.080145028,0.013276059,-0.122711084,0.01537329,0.062255425,-0.146603654,-0.381302198,-0.434944214,-0.017841467,0.107515406,0.111621789,-0.03884824,-0.039660992,0.656209578,0.197099852
2008-04-01,0.003467243,-0.016149071,-0.245341232,-0.028532703,-0.029475392,-0.016771967,0.049922598,-0.055339901,0.036194263,0.038737947,0.01853764,-0.048304907,0.047413454,0.082986608,0.036194263,0.01853764,0.038737947,0.068370986,-0.028532703,0.049922598,0.126410628,0.104467758,0.048817549,-0.028532703,-0.057152714,0.007944275,-0.021145797,-0.003074964,0.146298409,0.63952178,-0.029525866,-0.685004721,-0.100018347,0.009989852,0.012557719,-0.007969566,-0.009860036
2008-05-01,0.000797719,0.094138896,-0.081005955,0.071560651,0.006549988,-0.030643541,0.016785875,-0.034333374,0.131741212,-0.024523407,0.030939159,0.030960237,-0.068784267,-0.006866298,0.131741212,0.030939159,-0.024523407,-0.098640141,0.071560651,0.016785875,-0.23036994,0.000594573,-0.024338217,0.071560651,0.218381063,-0.014585451,-0.106220204,0.028742143,-0.008716653,-0.11867969,0.017600877,0.499938846,0.001928198,-0.020846897,0.015854571,-0.228213605,0.012077695
2008-06-01,0.0033636,-0.118594217,0.081493292,-0.077912822,-0.020888975,0.112597113,0.001114682,-0.016062972,-0.167301227,-0.020825017,-0.055850469,-0.017873145,-0.001695129,0.191079731,-0.167301227,-0.055850469,-0.020825017,0.082420155,-0.077912822,0.001114682,0.340520581,-0.046322492,0.040606182,-0.077912822,-0.057901473,-0.049103235,-0.011972237,-0.017409985,0.023827028,-0.110579583,0.039534654,-0.090429888,-0.021563909,-0.072192587,-0.037623428,-0.141151904,0.02268226
2008-07-01,0.005842143,0.22116216,-0.12101561,-0.041304453,-0.222655665,-0.088570305,0.075774903,0.02007124,-0.025258859,0.037668791,0.007982112,0.057263428,0.027694782,-0.109369995,-0.025258859,0.007982112,0.037668791,0.024424651,-0.041304453,0.075774903,-0.33950426,-0.069346238,-0.121402592,-0.041304453,-0.040171942,0.018209682,0.180802801,-0.092816283,0.052268368,-0.085740559,-0.021418555,0.219639206,0.116817241,-0.030052494,-0.002952857,-0.156646628,0.044361224
2008-08-01,-0.001977187,-0.252740575,0.033595293,-0.037878691,0.353915688,0.097717114,-0.119800874,-0.057222484,0.022446104,-0.072919037,-0.030519556,0.00664193,-0.067438105,-0.206683399,0.022446104,-0.030519556,-0.072919037,-0.060144991,-0.037878691,-0.119800874,0.098373665,-0.349509216,0.094868449,-0.037878691,-0.068004886,-0.042912353,-0.065621809,0.072108832,-0.07969259,0.248683356,0.056980257,-0.31917368,-0.096703914,-0.001865158,-0.074522026,0.605673455,-0.025408181
